DY
6216
8
mn1;mn2;mn3;mn4;mv1;mv2;mv3;mv4
4872;54.38;492.93;0.13;3.7;78.34;738.56;0.26;3.67
4873;48.78;181.24;0.08;4.23;43.01;1886.77;0.36;2.11
4874;51.47;369.31;0.06;4.82;50.0;4009.68;0.5;1.0
4875;46.75;181.27;0.19;3.36;44.14;1797.04;0.31;2.36
4876;58.12;290.21;0.03;5.16;47.77;2983.57;0.26;3.8
4877;51.42;250.85;0.04;4.89;43.44;3099.9;0.26;3.49
4878;52.67;273.81;0.06;4.68;55.79;2566.78;0.23;3.52
4879;55.2;334.81;0.07;4.25;70.78;473.33;0.3;3.49
4880;51.94;293.3;0.06;4.53;33.51;1819.26;0.26;3.88
4881;49.71;113.44;0.09;3.87;45.91;858.72;0.26;3.58
4882;48.43;206.81;0.07;4.21;48.7;2021.27;0.27;2.83
4883;55.95;293.17;0.05;4.74;49.35;2695.56;0.27;3.12
4884;53.05;294.46;0.04;4.93;52.35;2989.65;0.27;3.35
4885;51.2;336.83;0.05;4.76;54.76;3865.68;0.27;3.49
4886;38.64;201.49;0.1;4.07;68.95;557.46;0.42;1.58
4887;39.93;157.91;0.09;4.19;68.67;414.45;0.6;1.04
4888;39.32;194.32;0.08;4.27;68.79;550.14;0.57;1.09
4889;49.2;251.27;0.06;4.57;99.28;97.24;0.96;0.14
4890;46.01;197.54;0.07;4.62;55.0;3403.34;0.5;1.0
4891;49.16;340.75;0.05;5.02;57.5;4414.06;0.38;1.5
4892;46.05;251.42;0.07;4.45;102.7;333.06;0.81;0.5
4893;51.39;342.62;0.07;4.41;64.01;0.76;1.0;0.0
4894;44.9;257.3;0.05;4.8;94.3;2611.69;0.46;1.22
4895;44.09;221.64;0.06;4.58;80.77;992.58;0.47;1.24
4896;45.38;221.3;0.07;4.55;60.59;4070.6;0.38;1.61
4897;45.97;212.03;0.06;4.67;68.46;455.47;0.61;1.02
4898;48.58;233.63;0.06;4.79;55.0;3319.19;0.5;1.0
4899;62.68;290.8;0.05;5.06;26.87;1866.18;0.39;1.59
4900;46.2;286.25;0.05;4.66;94.4;2619.79;0.46;1.21
4901;45.22;211.17;0.09;4.11;55.08;3460.85;0.49;1.04
4902;48.53;227.63;0.06;4.62;55.0;3395.33;0.5;1.0
4903;46.39;276.05;0.05;4.64;81.98;1629.4;0.5;1.04
4904;48.79;330.02;0.08;4.42;102.69;332.32;0.81;0.5
4905;46.56;250.53;0.06;4.67;98.68;174.06;0.93;0.27
4906;51.07;378.28;0.05;4.83;60.56;4927.03;0.41;1.4
4907;44.55;229.99;0.09;4.31;55.0;3663.59;0.5;1.0
4908;46.06;223.47;0.08;4.34;55.0;3648.29;0.5;1.0
4909;48.06;465.16;0.07;4.56;54.7;4647.46;0.39;1.47
4910;47.23;332.78;0.05;5.0;58.2;4532.16;0.32;2.06
4911;44.9;257.3;0.05;4.8;94.3;2611.69;0.46;1.22
4912;44.83;220.39;0.12;4.08;55.0;3994.61;0.5;1.0
4913;53.68;263.97;0.07;4.34;44.14;2650.35;0.26;3.33
4914;57.55;224.64;0.04;4.88;47.8;1924.65;0.26;3.6
4915;50.49;229.81;0.08;4.24;34.42;1246.83;0.29;2.6
4916;39.83;247.76;0.11;3.65;55.0;4482.29;0.5;1.0
4917;38.97;190.86;0.07;4.32;103.5;1776.08;0.5;1.0
4918;59.88;134.42;0.05;4.65;61.04;2143.87;0.38;1.52
4919;62.37;318.94;0.06;4.68;54.31;3395.08;0.39;1.46
4920;63.09;254.97;0.07;4.48;103.5;347.69;0.36;1.83
4921;52.66;185.63;0.06;4.61;57.99;2466.29;0.32;2.09
4922;48.62;145.11;0.06;4.89;90.0;524.5;0.5;1.0
4923;43.15;214.23;0.07;4.21;50.08;3520.78;0.5;1.03
4924;61.43;318.32;0.06;4.52;67.6;398.17;0.87;0.45
4925;57.64;245.06;0.06;4.66;104.73;122.15;0.27;2.31
4926;52.88;224.34;0.04;5.1;89.67;519.39;0.36;1.7
4927;53.83;307.46;0.06;4.73;111.82;265.26;0.55;1.36
4928;60.59;110.67;0.09;3.89;54.75;220.1;0.48;1.9
4929;64.23;508.24;0.08;4.31;55.81;563.6;0.46;2.17
4930;62.37;318.94;0.06;4.68;54.31;3395.08;0.39;1.46
4931;63.82;251.22;0.07;4.42;102.66;311.96;0.4;1.7
4932;57.78;83.74;0.07;4.18;73.95;527.13;0.63;0.93
4933;44.06;190.33;0.1;3.89;85.58;1792.06;0.44;1.67
4934;50.55;234.41;0.04;4.92;90.01;683.01;0.5;1.0
4935;42.13;196.04;0.05;4.69;63.5;4351.38;0.5;1.0
4936;49.04;116.37;0.05;4.51;52.86;1356.09;0.36;1.83
4937;58.61;393.21;0.07;4.46;27.85;1505.18;0.3;2.56
4938;69.6;186.92;0.08;4.31;40.16;1855.59;0.34;1.88
4939;62.81;319.24;0.06;4.68;53.92;3557.42;0.4;1.44
4940;59.41;221.23;0.09;4.38;35.27;1268.8;0.26;3.71
4941;58.62;179.95;0.1;3.86;42.72;2099.72;0.35;1.79
4942;57.71;115.49;0.07;4.13;52.97;1724.52;0.36;2.33
4943;50.86;293.46;0.13;3.55;42.36;1772.89;0.26;3.79
4944;59.19;362.85;0.03;5.37;41.67;2720.09;0.25;3.99
4945;54.2;351.79;0.04;5.15;81.86;1232.38;0.28;2.8
4946;59.64;104.01;0.06;4.32;42.95;1538.09;0.26;3.74
4947;60.59;233.54;0.03;5.47;49.62;2150.25;0.3;2.67
4948;61.01;118.47;0.04;4.96;40.0;1334.47;0.5;1.0
4949;55.72;403.91;0.04;5.19;43.98;2889.4;0.26;3.94
4950;61.93;475.21;0.03;5.43;43.11;3401.05;0.26;3.86
4951;56.25;312.0;0.03;5.38;92.24;895.63;0.29;2.45
4952;58.27;572.38;0.04;5.24;40.25;3560.52;0.27;3.21
4953;58.42;450.55;0.03;5.52;44.92;3420.84;0.26;3.95
4954;49.3;221.97;0.09;4.14;81.4;505.98;0.08;4.77
4955;42.59;105.14;0.33;2.74;56.29;2727.28;0.32;2.41
4956;57.94;441.56;0.05;4.73;63.51;6801.88;0.5;1.0
4957;50.58;288.03;0.06;4.55;55.87;4282.49;0.4;1.53
4958;52.25;255.48;0.04;5.12;47.92;4207.38;0.42;1.5
4959;69.36;151.22;0.15;3.61;55.0;2166.05;0.5;1.0
4960;49.92;143.51;0.06;4.65;53.78;1547.42;0.22;3.65
4961;58.1;407.26;0.04;5.33;56.91;4565.72;0.33;1.8
4962;60.51;198.59;0.04;4.93;50.0;3286.72;0.5;1.0
4963;72.64;20.7;0.1;3.87;50.0;438.75;0.5;1.0
4964;62.8;159.39;0.06;4.62;50.0;2949.58;0.5;1.0
4965;49.35;252.38;0.07;4.73;109.6;785.41;0.43;1.73
4966;46.51;125.46;0.09;4.2;64.45;834.53;0.18;3.66
4967;51.37;473.64;0.08;4.41;102.23;400.85;0.23;2.5
4968;49.67;235.39;0.04;5.02;57.52;2301.89;0.35;1.73
4969;49.47;190.92;0.07;4.61;53.14;2997.89;0.34;2.35
4970;50.01;288.44;0.04;5.06;49.02;3909.96;0.4;1.48
4971;58.87;525.01;0.04;5.26;60.6;5828.1;0.39;1.55
4972;56.58;261.66;0.1;4.2;49.8;960.94;0.35;1.8
4973;59.16;103.93;0.03;5.37;40.4;1181.39;0.3;2.87
4974;46.59;123.1;0.07;4.48;76.44;172.39;0.12;3.97
4975;50.52;238.21;0.05;4.9;68.16;1677.64;0.17;3.18
4976;51.89;58.5;0.07;4.18;45.77;852.68;0.23;3.53
4977;59.78;52.2;0.06;4.45;50.0;1300.96;0.5;1.0
4978;62.4;283.99;0.05;4.8;39.1;1950.12;0.29;2.59
4979;52.63;472.84;0.07;4.66;113.34;1050.89;0.5;1.03
4980;47.25;206.39;0.09;3.99;84.12;723.65;0.4;1.55
4981;47.26;122.3;0.1;3.68;103.5;1068.93;0.5;1.0
4982;50.05;260.81;0.05;4.63;78.76;838.45;0.26;4.0
4983;55.8;287.88;0.07;4.2;82.4;1189.41;0.26;3.88
4984;53.77;351.43;0.06;4.59;78.11;963.59;0.26;3.59
4985;55.63;236.51;0.05;4.74;79.74;743.98;0.26;3.98
4986;52.09;308.16;0.05;4.63;73.53;576.32;0.26;4.02
4987;53.91;249.03;0.04;4.96;77.71;651.98;0.26;3.87
4988;53.2;397.46;0.05;4.8;73.17;631.24;0.26;4.0
4989;53.82;314.52;0.06;4.48;73.14;573.54;0.26;3.89
4990;47.3;249.39;0.06;4.43;75.36;654.65;0.26;4.01
4991;56.92;534.18;0.06;4.86;68.51;480.45;0.26;3.98
4992;50.76;168.99;0.04;4.86;42.44;1894.68;0.33;1.88
4993;46.4;194.69;0.09;4.15;89.83;503.92;0.49;1.05
4994;41.25;133.04;0.11;3.63;43.17;2135.64;0.38;1.49
4995;51.43;296.54;0.06;4.61;49.61;2228.4;0.33;2.05
4996;56.06;188.67;0.04;5.0;49.11;2353.36;0.27;3.02
4997;43.09;173.97;0.15;3.28;33.9;1284.63;0.34;1.78
4998;48.78;218.9;0.06;4.61;83.46;1090.26;0.26;3.45
4999;52.56;356.98;0.08;4.32;48.1;2392.74;0.34;2.29
5000;49.75;261.44;0.1;4.06;50.0;2844.29;0.5;1.0
5001;53.6;152.03;0.05;4.72;43.3;1300.63;0.25;4.11
5002;58.09;301.13;0.05;4.97;48.23;2585.74;0.28;2.92
5003;48.44;256.18;0.07;4.51;48.07;2366.65;0.31;2.17
5004;52.45;300.92;0.07;4.54;48.47;2427.01;0.31;2.28
5005;47.25;182.23;0.06;4.21;70.51;388.65;0.27;3.66
5006;49.75;183.08;0.05;4.54;88.39;1166.64;0.3;2.78
5007;47.18;259.57;0.06;4.54;87.39;1299.26;0.29;2.86
5008;44.18;305.44;0.06;4.35;87.27;1967.26;0.29;2.82
5009;47.38;203.59;0.05;4.68;76.14;683.32;0.26;3.54
5010;44.4;244.29;0.09;3.84;78.01;1009.37;0.27;3.44
5011;48.47;224.61;0.06;4.61;87.19;1366.78;0.29;2.85
5012;50.26;296.61;0.05;4.63;45.12;3056.15;0.3;2.64
5013;50.14;213.32;0.07;4.52;45.1;2101.12;0.27;3.29
5014;50.2;191.5;0.08;3.89;43.5;1487.93;0.5;1.0
5015;53.05;347.49;0.06;4.63;45.16;2718.62;0.26;3.95
5016;53.81;258.95;0.07;4.19;76.72;699.17;0.27;3.45
5017;48.17;271.96;0.06;4.4;54.36;3508.73;0.33;1.97
5018;47.55;241.48;0.06;4.54;52.16;3708.48;0.31;2.21
5019;45.13;246.38;0.07;4.48;97.17;326.87;0.9;0.62
5020;60.4;183.18;0.08;4.05;32.0;1011.42;0.5;1.0
5021;61.32;45.46;0.1;3.69;83.5;249.91;0.26;1.98
5022;58.13;112.58;0.08;3.79;70.08;293.65;0.13;3.66
5023;60.33;107.33;0.07;4.22;81.45;343.1;0.14;3.19
5024;60.97;148.86;0.08;4.04;70.92;292.59;0.17;2.92
5025;61.38;107.11;0.08;3.99;61.4;257.44;0.14;3.34
5026;59.77;184.15;0.07;4.03;32.0;1021.5;0.5;1.0
5027;61.1;154.8;0.08;3.96;72.02;340.88;0.16;3.22
5028;60.97;168.66;0.14;3.52;47.5;1149.85;0.5;1.0
5029;61.12;331.59;0.04;4.93;81.26;953.92;0.26;3.72
5030;56.89;378.29;0.09;4.18;41.58;1936.43;0.27;3.1
5031;56.81;303.21;0.05;4.91;48.1;2620.84;0.27;3.26
5032;56.54;518.5;0.09;4.25;47.66;3107.41;0.28;3.21
5033;52.47;519.94;0.12;3.65;71.5;533.83;0.28;3.03
5034;49.98;285.54;0.09;4.03;95.0;874.63;0.07;4.88
5035;53.86;255.14;0.05;4.63;123.62;206.79;0.45;1.62
5036;48.57;562.95;0.13;3.5;109.77;851.51;0.22;3.06
5037;44.59;223.26;0.09;3.98;81.87;440.94;0.06;5.11
5038;55.13;341.36;0.1;3.89;92.34;579.65;0.2;2.97
5039;56.19;281.35;0.06;4.56;41.78;2091.98;0.26;4.05
5040;47.65;233.01;0.08;4.52;61.14;3401.8;0.37;1.93
5041;59.14;295.28;0.04;4.81;40.25;1862.71;0.26;3.94
5042;53.48;181.17;0.05;4.85;42.34;1621.05;0.26;4.03
5043;56.2;425.15;0.04;5.16;76.15;878.94;0.26;4.03
5044;58.94;346.4;0.05;4.95;59.33;3583.4;0.27;3.18
5045;59.15;104.57;0.03;5.29;63.5;2397.92;0.5;1.0
5046;54.58;277.69;0.06;4.48;44.44;2670.52;0.25;4.04
5047;54.41;219.57;0.04;5.17;38.88;1887.68;0.25;4.12
5048;61.63;171.29;0.04;4.86;47.7;1718.38;0.33;1.98
5049;53.85;251.93;0.08;4.15;88.71;607.76;0.15;3.23
5050;50.71;145.97;0.05;4.63;110.35;535.62;0.23;2.86
5051;50.92;226.76;0.08;4.4;113.16;269.88;0.43;1.69
5052;52.78;426.27;0.12;3.76;51.1;3384.77;0.32;1.95
5053;50.08;357.09;0.07;4.47;81.21;1006.78;0.26;3.76
5054;54.48;324.97;0.04;5.17;48.79;3202.35;0.32;2.18
5055;59.14;250.34;0.06;4.69;66.37;195.37;0.68;0.97
5056;58.67;212.96;0.09;3.82;50.0;3473.11;0.5;1.0
5057;57.28;467.51;0.09;4.28;26.87;1936.46;0.27;3.21
5058;54.55;322.51;0.07;4.58;103.3;603.85;0.12;3.98
5059;57.74;306.56;0.07;4.37;36.29;1845.53;0.27;3.13
5060;51.64;311.51;0.06;4.48;95.22;306.45;0.04;5.06
5061;50.65;547.27;0.12;3.84;47.0;5340.69;0.45;1.27
5062;53.97;451.11;0.04;5.02;45.31;3093.26;0.27;2.95
5063;46.4;330.47;0.13;3.95;52.33;2943.57;0.4;1.5
5064;52.11;260.76;0.07;4.32;77.72;614.1;0.27;3.2
5065;61.8;213.11;0.04;5.01;36.94;2494.44;0.33;2.28
5066;57.03;493.98;0.1;3.98;67.64;802.37;0.07;4.04
5067;59.92;289.64;0.14;3.38;125.55;83.7;0.97;0.17
5068;53.11;577.48;0.03;5.31;45.94;5761.05;0.26;3.86
5069;53.45;280.48;0.03;5.19;41.62;2794.38;0.31;3.09
5070;57.37;392.63;0.07;4.3;96.65;1239.49;0.18;3.51
5071;42.04;125.74;0.05;4.53;82.0;944.61;0.5;1.0
5072;42.47;107.08;0.08;4.04;82.0;827.4;0.5;1.0
5073;45.59;204.24;0.09;3.7;82.03;1052.51;0.5;1.02
5074;39.35;174.87;0.11;3.67;82.01;1161.0;0.5;1.01
5075;45.53;145.05;0.06;4.39;82.02;1150.62;0.5;1.01
5076;40.32;142.31;0.09;3.94;82.08;962.62;0.5;1.04
5077;43.44;171.12;0.08;4.09;82.01;1044.0;0.5;1.01
5078;59.43;91.61;0.06;4.28;81.98;477.6;0.5;1.02
5079;49.36;208.97;0.09;4.15;76.82;135.33;0.02;6.17
5080;57.23;370.51;0.06;4.39;101.94;653.76;0.17;2.98
5081;53.92;309.28;0.07;4.17;47.36;3118.91;0.26;3.45
5082;49.95;227.96;0.08;4.18;37.31;1446.66;0.27;3.4
5083;61.18;283.33;0.05;4.76;74.33;527.55;0.41;1.49
5084;55.58;330.62;0.04;4.83;45.54;3177.14;0.29;3.04
5085;66.95;462.16;0.05;4.74;74.6;1054.55;0.4;1.6
5086;58.3;148.2;0.05;4.6;55.02;1894.0;0.36;1.7
5087;61.14;600.7;0.08;4.18;42.64;3725.93;0.4;1.55
5088;55.35;376.62;0.08;4.25;42.59;2351.6;0.27;3.52
5089;54.73;97.86;0.07;4.23;52.5;1157.67;0.16;4.22
5090;54.04;281.74;0.05;4.84;69.11;313.89;0.13;4.84
5091;51.06;325.47;0.11;3.8;41.81;2096.97;0.36;1.7
5092;56.56;355.49;0.06;4.62;81.45;1123.65;0.28;2.94
5093;48.23;203.22;0.08;4.16;77.72;569.35;0.29;2.8
5094;49.49;268.66;0.07;4.42;49.68;3190.07;0.27;3.37
5095;53.18;333.61;0.09;4.11;34.52;1708.51;0.27;3.27
5096;54.99;440.4;0.07;4.09;49.99;4354.02;0.5;1.0
5097;61.38;334.87;0.05;4.9;72.36;682.54;0.43;1.39
5098;61.94;226.22;0.15;3.44;49.79;2332.0;0.46;1.27
5099;62.97;426.75;0.06;4.64;72.64;761.68;0.42;1.5
5100;59.45;566.21;0.12;3.98;44.56;2500.1;0.32;2.19
5101;53.41;358.59;0.06;4.65;65.83;947.16;0.32;2.87
5102;51.2;376.83;0.08;4.48;85.12;1736.42;0.37;1.81
5103;39.83;129.36;0.13;3.21;90.26;1188.97;0.37;1.52
5104;41.23;124.72;0.18;3.12;47.06;1840.63;0.27;3.27
5105;49.21;343.63;0.07;4.62;46.53;2821.81;0.25;3.97
5106;56.57;449.84;0.06;4.58;76.15;764.01;0.26;3.96
5107;55.18;163.0;0.08;4.24;47.14;1160.76;0.25;3.96
5108;58.95;108.69;0.07;4.15;72.69;281.79;0.26;3.86
5109;53.41;246.36;0.07;4.37;72.88;390.9;0.26;3.9
5110;60.89;418.57;0.09;3.86;47.79;1906.65;0.3;2.24
5111;59.2;114.06;0.06;4.6;76.2;408.23;0.26;4.05
5112;57.75;246.91;0.09;3.88;59.08;2949.34;0.28;2.67
5113;54.34;215.51;0.05;4.78;77.58;508.18;0.26;4.06
5114;56.48;221.2;0.06;4.42;66.86;137.99;0.27;3.83
5115;54.21;249.12;0.05;4.67;43.67;2277.4;0.26;3.84
5116;50.85;280.89;0.08;4.41;51.3;3212.56;0.29;3.01
5117;56.39;274.09;0.05;4.95;79.15;794.66;0.26;3.69
5118;54.08;372.92;0.08;4.49;51.78;2837.34;0.3;2.72
5119;64.96;256.27;0.08;4.34;70.3;511.08;0.26;3.84
5120;56.67;281.91;0.04;4.95;48.48;2552.81;0.26;3.42
5121;51.3;334.4;0.07;4.75;53.45;3206.35;0.29;3.0
5122;57.32;336.97;0.05;4.75;55.26;3310.53;0.26;3.37
5123;48.86;279.89;0.08;4.28;60.0;4006.54;0.5;1.0
5124;50.13;377.12;0.09;4.01;36.33;2198.86;0.29;2.41
5125;54.28;346.69;0.1;3.76;82.61;1330.87;0.26;3.38
5126;54.66;488.71;0.09;4.17;85.96;450.59;0.05;5.11
5127;48.0;278.05;0.12;3.76;63.5;5650.32;0.5;1.0
5128;58.17;294.38;0.08;4.04;33.92;1317.42;0.26;3.69
5129;53.16;326.75;0.1;4.16;98.65;850.71;0.13;4.95
5130;63.79;203.54;0.07;4.45;71.98;574.41;0.5;1.04
5131;59.62;550.44;0.09;4.11;79.99;2191.37;0.29;2.77
5132;58.48;457.05;0.09;4.42;54.16;4108.8;0.3;2.93
5133;56.8;365.15;0.08;4.63;48.97;2291.12;0.26;3.8
5134;56.92;519.61;0.11;3.83;38.08;2643.08;0.27;3.27
5135;51.19;159.7;0.05;4.64;35.66;1428.44;0.26;3.58
5136;55.72;449.82;0.08;4.25;48.31;2629.95;0.28;2.82
5137;60.33;422.19;0.12;3.82;45.21;2559.15;0.35;1.79
5138;49.8;235.41;0.07;4.23;52.8;2339.9;0.27;3.24
5139;48.79;367.16;0.07;4.33;79.56;2136.08;0.16;3.79
5140;49.53;241.94;0.06;4.6;51.0;3161.52;0.31;2.89
5141;54.12;323.36;0.06;4.4;41.95;2294.91;0.26;3.9
5142;53.43;505.07;0.05;4.71;35.4;2783.66;0.3;2.62
5143;62.41;67.97;0.07;4.31;95.2;661.73;0.47;1.2
5144;51.63;101.41;0.09;4.01;89.13;506.35;0.37;1.76
5145;58.45;372.44;0.06;4.46;99.23;1499.38;0.18;3.42
5146;54.02;366.13;0.06;4.75;45.48;3147.59;0.27;2.99
5147;51.4;651.3;0.12;3.71;53.6;4467.08;0.34;2.07
5148;52.46;311.26;0.06;4.5;43.06;2760.02;0.26;3.45
5149;62.8;299.85;0.07;4.41;56.52;492.46;0.07;4.24
5150;58.34;245.19;0.05;4.66;50.0;2697.68;0.5;1.0
5151;55.37;284.49;0.07;4.32;48.0;2172.23;0.5;1.0
5152;54.91;317.68;0.07;4.31;74.19;960.65;0.26;3.67
5153;58.19;405.92;0.12;4.11;34.98;1491.86;0.27;3.36
5154;54.14;217.09;0.05;5.19;46.58;1931.37;0.25;4.02
5155;54.18;230.33;0.06;4.68;38.05;1792.99;0.26;4.09
5156;62.38;139.84;0.03;5.34;65.37;106.83;0.27;3.7
5157;61.02;152.38;0.03;5.24;43.54;1873.01;0.3;2.59
5158;54.83;165.44;0.04;5.24;63.5;3517.16;0.5;1.0
5159;61.81;232.22;0.05;5.12;63.5;4222.59;0.5;1.0
5160;55.93;591.35;0.09;4.25;40.09;2629.07;0.26;4.01
5161;46.32;266.29;0.13;3.62;55.76;2745.05;0.35;2.0
5162;49.25;288.63;0.12;4.03;39.96;2418.49;0.31;2.17
5163;58.26;104.44;0.08;4.26;39.87;1301.43;0.25;4.07
5164;59.74;533.24;0.1;3.84;29.31;2105.07;0.26;3.79
5165;56.08;245.81;0.06;4.59;32.21;1942.45;0.26;3.74
5166;52.22;193.13;0.07;4.31;40.25;2023.14;0.28;3.03
5167;54.2;400.38;0.12;3.82;49.89;2988.41;0.26;3.27
5168;53.41;438.58;0.25;2.79;47.11;2108.9;0.33;2.27
5169;57.63;368.89;0.06;4.51;48.33;2384.77;0.26;3.32
5170;55.79;372.15;0.11;3.92;43.76;2071.57;0.27;3.18
5171;52.72;436.76;0.13;3.82;47.15;2439.04;0.27;3.12
5172;51.54;312.16;0.16;3.29;53.01;2438.63;0.27;2.95
5173;52.82;518.74;0.18;3.65;41.95;2334.01;0.28;3.18
5174;43.35;264.44;0.11;3.63;30.02;2632.08;0.41;1.57
5175;51.81;444.87;0.2;3.1;53.59;2472.3;0.26;3.28
5176;57.28;445.6;0.13;3.68;43.17;2247.14;0.27;3.27
5177;54.7;380.78;0.07;4.28;77.49;386.78;0.02;6.12
5178;52.72;326.05;0.07;4.3;57.08;2866.23;0.27;2.96
5179;56.61;284.16;0.12;3.69;44.74;1514.55;0.27;3.36
5180;58.3;482.22;0.07;4.27;52.17;4057.79;0.39;1.62
5181;62.26;429.42;0.07;4.41;45.11;4398.13;0.31;2.15
5182;49.6;318.6;0.11;4.26;40.09;2070.52;0.27;2.93
5183;51.62;154.41;0.05;4.56;49.11;2539.51;0.44;1.32
5184;60.48;212.61;0.09;3.99;127.0;0.07;1.0;0.0
5185;61.39;139.41;0.06;4.33;91.98;1187.94;0.5;1.0
5186;60.47;93.67;0.12;3.41;82.0;455.72;0.5;1.0
5187;59.07;348.34;0.04;5.05;41.69;2674.88;0.28;2.78
5188;55.6;379.58;0.11;3.8;49.63;2781.4;0.26;3.62
5189;55.77;102.17;0.07;4.33;50.01;1456.88;0.5;1.01
5190;49.25;393.32;0.09;3.92;42.14;2157.16;0.42;1.42
5191;56.39;213.62;0.05;4.81;67.05;282.95;0.38;2.22
5192;63.28;125.2;0.08;4.04;64.0;0.03;1.0;0.0
5193;61.39;133.44;0.06;4.33;50.0;1515.75;0.5;1.0
5194;45.04;72.71;0.1;4.0;64.44;356.63;0.35;1.88
5195;50.99;82.24;0.05;4.73;77.0;218.69;0.5;1.0
5196;60.48;212.61;0.09;3.99;127.0;0.07;1.0;0.0
5197;57.08;234.0;0.07;4.3;92.0;1065.84;0.5;1.0
5198;50.99;82.24;0.05;4.73;77.0;218.69;0.5;1.0
5199;63.28;125.2;0.08;4.04;64.0;0.03;1.0;0.0
5200;59.73;243.41;0.08;4.15;47.71;1644.57;0.27;3.65
5201;53.74;347.64;0.07;4.3;42.86;2472.49;0.36;1.82
5202;54.94;206.58;0.07;4.18;71.7;352.49;0.46;1.2
5203;62.49;194.92;0.05;4.67;33.68;1183.38;0.27;3.43
5204;57.07;51.59;0.06;4.51;35.81;488.91;0.28;2.92
5205;53.2;364.63;0.05;4.68;46.59;3121.24;0.28;2.88
5206;57.31;167.82;0.04;4.91;53.11;1301.11;0.14;4.28
5207;60.15;172.6;0.08;4.44;72.41;297.17;0.33;2.14
5208;61.39;139.41;0.06;4.33;91.98;1187.94;0.5;1.0
5209;48.91;457.95;0.05;4.88;50.0;5883.69;0.29;3.17
5210;63.91;77.98;0.09;3.88;72.01;243.38;0.5;1.0
5211;52.37;586.11;0.07;4.15;32.75;2402.44;0.26;3.98
5212;47.39;244.66;0.12;4.16;63.5;4380.53;0.5;1.0
5213;59.24;239.16;0.06;4.37;68.9;389.19;0.28;3.39
5214;62.49;194.92;0.05;4.67;33.68;1183.38;0.27;3.43
5215;48.47;208.06;0.36;2.68;50.0;1128.05;0.5;1.0
5216;56.55;189.13;0.04;4.99;96.48;307.28;0.05;5.08
5217;51.08;305.4;0.07;4.72;52.93;2786.98;0.32;2.52
5218;61.39;772.07;0.04;5.0;42.19;2415.15;0.26;3.81
5219;58.26;267.41;0.05;4.74;53.58;3124.87;0.4;1.42
5220;58.42;97.64;0.08;4.04;50.0;1314.34;0.5;1.0
5221;59.07;348.34;0.04;5.05;41.69;2674.88;0.28;2.78
5222;65.55;71.19;0.12;3.47;49.97;978.53;0.5;1.03
5223;56.33;325.32;0.05;4.77;107.86;682.26;0.14;3.44
5224;62.31;80.43;0.07;4.24;64.0;0.06;1.0;0.0
5225;62.31;80.43;0.07;4.24;64.0;0.06;1.0;0.0
5226;57.23;190.38;0.05;4.78;41.6;1701.29;0.28;2.96
5227;47.98;332.98;0.08;4.07;85.16;1141.83;0.33;1.9
5228;52.31;212.77;0.06;4.41;70.89;379.82;0.44;1.56
5229;45.43;288.57;0.2;3.21;55.0;4748.66;0.5;1.0
5230;52.37;272.84;0.05;4.83;97.87;294.59;0.89;0.43
5231;46.56;380.93;0.08;4.22;82.07;1861.92;0.5;1.0
5232;51.4;322.26;0.06;4.73;99.86;21.07;0.99;0.04
5233;55.42;503.03;0.07;4.27;58.05;4242.05;0.36;1.78
5234;54.93;474.33;0.05;4.87;48.63;4365.78;0.32;2.12
5235;52.36;202.96;0.07;4.21;56.54;2766.04;0.32;2.25
5236;56.33;65.19;0.1;3.8;34.42;686.1;0.26;3.55
5237;59.13;228.94;0.08;4.4;49.75;3538.61;0.48;1.13
5238;58.12;69.68;0.08;3.95;32.17;646.44;0.25;4.06
5239;57.38;71.22;0.05;4.64;34.3;626.02;0.26;3.76
5240;56.02;68.09;0.06;4.33;28.94;630.47;0.25;3.97
5241;46.28;173.76;0.11;3.85;66.13;2619.76;0.35;1.76
5242;55.31;123.68;0.1;3.61;52.79;1881.09;0.26;3.29
5243;54.02;166.35;0.08;4.09;55.0;2549.65;0.5;1.0
5244;53.02;87.56;0.07;4.2;57.48;1245.03;0.23;2.7
5245;56.39;93.94;0.05;4.62;28.57;1363.99;0.29;2.44
5246;59.56;72.76;0.05;4.76;55.78;1783.33;0.32;2.47
5247;56.53;94.61;0.08;3.88;61.99;88.47;0.43;1.87
5248;56.51;323.93;0.04;4.88;35.21;3076.84;0.38;1.76
5249;56.17;38.74;0.08;3.96;35.63;395.95;0.26;3.67
5250;59.46;55.16;0.05;4.52;65.9;56.06;0.07;4.27
5251;57.47;339.95;0.09;4.14;91.22;677.83;0.2;2.74
5252;56.55;101.57;0.07;4.37;44.64;1558.38;0.26;3.7
5253;60.39;116.66;0.09;3.92;41.19;923.12;0.26;3.6
5254;60.24;192.37;0.06;4.55;32.67;1669.23;0.26;3.38
5255;56.39;93.94;0.05;4.62;60.57;204.39;0.39;2.05
5256;55.64;78.46;0.04;4.81;31.67;798.31;0.26;3.94
5257;54.11;196.24;0.09;4.12;47.87;2656.15;0.44;1.65
5258;53.5;149.15;0.07;4.28;74.57;346.25;0.27;3.4
5259;61.41;125.67;0.07;4.22;33.76;1093.91;0.26;3.75
5260;56.16;42.86;0.09;3.85;33.61;445.57;0.26;3.84
5261;54.72;64.53;0.08;4.04;34.25;795.25;0.26;3.6
5262;56.87;87.0;0.05;4.62;84.44;227.45;0.12;3.7
