DY
6216
8
mn1;mn2;mn3;mn4;mv1;mv2;mv3;mv4
2992;56.36;245.99;0.05;4.93;55.89;3448.74;0.31;2.68
2993;58.89;291.64;0.05;4.79;37.27;1938.62;0.25;4.26
2994;55.59;249.25;0.05;4.8;39.75;1849.32;0.28;2.88
2995;54.23;257.66;0.06;4.4;50.38;2923.78;0.26;3.66
2996;56.54;326.0;0.06;4.57;73.78;714.01;0.26;3.65
2997;54.66;155.32;0.07;4.49;48.59;1978.1;0.27;3.25
2998;60.95;374.41;0.05;4.77;35.27;2349.91;0.25;4.13
2999;55.78;353.15;0.07;4.24;41.52;2623.51;0.31;2.23
3000;51.26;206.33;0.06;4.61;46.9;2260.53;0.27;3.51
3001;52.38;233.87;0.06;4.66;41.64;1783.06;0.26;3.51
3002;59.95;527.11;0.07;4.19;78.06;1169.35;0.29;3.03
3003;55.34;323.07;0.06;4.51;39.82;2242.96;0.31;2.72
3004;60.28;204.09;0.08;3.99;40.57;2163.33;0.26;3.34
3005;53.7;239.42;0.07;4.53;77.27;495.16;0.29;2.96
3006;56.12;180.33;0.06;4.64;44.85;2057.25;0.26;3.94
3007;54.9;253.61;0.06;4.34;43.29;2257.34;0.26;3.9
3008;59.55;302.93;0.03;5.39;49.86;2988.5;0.27;3.14
3009;55.54;196.3;0.05;4.7;38.19;1877.7;0.26;3.71
3010;59.67;326.93;0.05;4.65;41.75;3442.25;0.28;2.8
3011;51.16;231.5;0.06;4.75;44.9;1741.62;0.26;3.8
3012;56.44;413.96;0.05;4.68;40.67;4430.52;0.26;3.65
3013;56.46;387.37;0.07;4.43;37.77;1841.42;0.29;2.75
3014;60.72;362.09;0.05;4.78;24.74;1229.79;0.26;3.6
3015;60.51;412.0;0.08;4.16;46.34;2364.6;0.28;3.2
3016;46.84;231.86;0.14;3.35;47.83;1565.24;0.26;3.3
3017;59.19;238.39;0.05;4.79;31.47;1586.85;0.26;4.06
3018;57.06;343.19;0.06;4.28;45.97;2990.78;0.32;2.1
3019;50.18;215.06;0.08;4.21;48.53;1735.28;0.28;2.93
3020;69.89;277.18;0.07;4.5;37.56;1733.98;0.26;3.91
3021;59.94;309.67;0.07;4.59;42.54;1952.13;0.26;3.86
3022;59.91;269.69;0.05;4.6;63.5;3787.7;0.5;1.0
3023;55.41;260.89;0.08;4.26;40.53;2397.06;0.27;3.43
3024;59.77;323.49;0.05;4.79;26.06;2814.73;0.55;2.16
3025;54.94;205.94;0.04;4.8;53.63;2389.74;0.3;3.1
3026;54.41;177.6;0.04;5.14;38.65;1555.58;0.26;3.83
3027;52.1;360.39;0.1;3.72;50.4;3163.08;0.28;2.94
3028;57.68;154.21;0.04;4.96;47.18;1988.44;0.28;3.33
3029;55.71;205.88;0.06;4.59;55.27;2991.84;0.35;2.14
3030;52.67;221.07;0.06;4.52;49.06;1825.17;0.27;3.21
3031;61.37;181.51;0.05;4.74;76.77;115.5;0.02;5.84
3032;60.93;109.5;0.04;5.2;44.84;1403.65;0.26;3.97
3033;59.53;275.28;0.07;4.37;44.14;3280.93;0.3;2.22
3034;59.23;189.88;0.04;5.17;40.09;1496.17;0.26;3.74
3035;53.49;307.23;0.05;4.6;26.35;1506.25;0.28;2.72
3036;59.93;180.66;0.05;4.93;33.78;1706.91;0.34;3.42
3037;56.67;403.35;0.07;4.51;50.59;3102.56;0.32;2.08
3038;55.38;447.26;0.09;4.0;41.14;2667.13;0.26;3.61
3039;53.24;304.33;0.09;4.23;47.33;2042.43;0.27;3.43
3040;51.69;285.95;0.1;4.21;53.31;2370.38;0.32;2.22
3041;54.57;323.17;0.06;4.63;45.09;2387.84;0.27;3.25
3042;57.02;378.42;0.08;4.1;47.74;2230.0;0.29;2.81
3043;56.56;275.62;0.05;4.56;37.63;1938.25;0.25;4.16
3044;65.69;205.93;0.05;4.9;43.15;2136.09;0.26;3.9
3045;57.21;322.33;0.07;4.44;43.61;2301.46;0.25;4.02
3046;53.21;280.05;0.08;4.52;46.37;1789.69;0.27;3.37
3047;50.03;182.38;0.1;4.15;79.14;577.92;0.28;3.46
3048;55.29;288.24;0.07;4.43;45.94;2122.8;0.28;2.87
3049;53.35;381.95;0.09;4.12;48.41;2245.91;0.26;3.41
3050;59.47;433.69;0.06;4.43;53.56;4666.62;0.36;1.83
3051;57.88;379.61;0.05;4.6;46.85;2407.23;0.26;3.75
3052;54.93;497.2;0.13;3.89;35.52;1872.86;0.27;3.51
3053;58.01;397.72;0.08;4.54;43.27;2261.44;0.3;2.3
3054;58.11;411.15;0.06;4.46;42.8;2400.19;0.25;4.24
3055;62.86;332.53;0.05;4.74;47.88;2590.85;0.27;3.17
3056;51.95;388.42;0.09;4.09;52.01;4127.99;0.28;3.2
3057;46.35;158.25;0.07;4.13;77.59;545.46;0.28;2.81
3058;52.83;291.43;0.06;4.3;62.25;3361.78;0.4;1.9
3059;52.76;281.64;0.07;4.28;49.75;3265.08;0.26;3.54
3060;51.47;258.1;0.06;4.63;79.16;780.81;0.28;2.97
3061;52.19;169.24;0.05;4.81;49.08;1970.58;0.36;1.76
3062;58.02;304.43;0.06;4.47;36.39;2124.9;0.26;3.49
3063;57.04;173.57;0.04;4.96;37.57;1574.52;0.25;4.21
3064;52.12;292.88;0.08;4.57;73.44;525.46;0.29;3.0
3065;55.98;229.75;0.04;5.22;47.2;2752.96;0.32;2.0
3066;56.99;348.44;0.17;3.71;58.24;1912.04;0.32;1.97
3067;58.81;212.08;0.09;4.04;28.45;1728.16;0.26;3.98
3068;59.92;304.26;0.07;4.42;45.0;1817.6;0.27;3.06
3069;54.39;229.46;0.07;4.33;47.99;2484.67;0.26;3.74
3070;57.59;485.79;0.09;3.98;74.81;1005.26;0.36;2.66
3071;61.28;333.99;0.05;4.65;39.52;2375.0;0.26;4.01
3072;53.44;375.01;0.09;3.98;32.11;1849.64;0.26;3.77
3073;45.76;461.25;0.08;4.24;37.61;1659.34;0.26;3.4
3074;52.34;238.07;0.07;4.3;45.63;2290.89;0.26;3.97
3075;57.17;319.25;0.05;4.85;35.85;2329.03;0.26;3.93
3076;52.63;635.8;0.09;4.14;39.09;3225.73;0.28;3.4
3077;58.02;269.34;0.04;5.09;46.05;2709.0;0.28;2.98
3078;59.09;430.21;0.08;4.24;42.57;3334.49;0.3;2.35
3079;55.42;282.94;0.06;4.47;33.02;1496.77;0.26;3.92
3080;53.97;179.42;0.11;3.84;49.27;1179.14;0.31;2.05
3081;58.67;457.6;0.07;4.19;32.96;3330.83;0.27;3.67
3082;53.89;266.79;0.08;4.15;45.68;1943.73;0.26;3.56
3083;57.45;307.45;0.06;4.45;56.37;3457.55;0.35;2.4
3084;59.4;241.64;0.07;4.19;43.16;1929.38;0.27;3.18
3085;63.77;464.39;0.05;4.53;49.63;3807.5;0.29;2.65
3086;48.25;458.82;0.06;4.73;35.77;1365.35;0.26;3.62
3087;57.52;296.52;0.06;4.73;40.72;2152.69;0.26;3.84
3088;59.28;298.65;0.06;4.49;78.74;810.21;0.27;3.24
3089;61.15;398.67;0.09;3.82;78.11;956.12;0.26;3.74
3090;59.19;358.34;0.05;4.66;50.35;2487.45;0.26;3.47
3091;58.44;312.78;0.05;4.6;46.96;2472.73;0.31;2.19
3092;59.92;450.7;0.05;4.63;51.12;3810.79;0.3;2.29
3093;51.34;139.96;0.06;4.75;33.71;1057.77;0.26;3.72
3094;62.01;310.29;0.08;4.09;49.16;2816.48;0.27;3.29
3095;54.29;180.74;0.04;5.14;48.96;2413.5;0.44;1.38
3096;61.87;221.15;0.05;4.55;40.41;1531.59;0.26;3.92
3097;51.92;259.09;0.07;4.67;56.3;2095.13;0.3;2.3
3098;57.46;470.01;0.07;4.29;77.5;1212.14;0.27;3.63
3099;56.29;247.75;0.09;4.41;42.83;1679.95;0.28;3.09
3100;53.48;211.83;0.05;4.82;43.79;2040.07;0.26;3.72
3101;62.0;414.04;0.09;3.98;41.13;2798.2;0.3;2.43
3102;54.01;354.83;0.09;4.19;54.55;3230.35;0.35;1.84
3103;58.23;325.94;0.07;4.35;49.55;3268.6;0.26;3.74
3104;59.98;325.75;0.06;4.61;40.51;2371.36;0.3;2.85
3105;55.19;232.34;0.06;4.53;41.77;2218.32;0.26;3.7
3106;53.83;288.78;0.06;4.37;41.19;2023.35;0.26;3.94
3107;55.33;223.68;0.06;4.62;39.78;1617.81;0.26;4.01
3108;49.19;232.33;0.08;4.25;63.5;3215.32;0.5;1.0
3109;55.92;379.25;0.08;4.26;47.22;2181.0;0.27;3.31
3110;54.46;222.84;0.05;4.61;42.47;2089.07;0.3;2.89
3111;56.63;370.14;0.08;4.06;49.78;2856.25;0.26;3.42
3112;54.69;327.76;0.1;4.01;44.25;1872.64;0.26;3.63
3113;64.52;316.7;0.08;4.39;48.86;1878.15;0.35;1.88
3114;56.86;446.69;0.11;3.71;82.15;1118.71;0.38;2.75
3115;57.66;535.82;0.04;5.04;45.72;4438.02;0.26;3.52
3116;61.39;479.15;0.06;4.62;48.79;3006.97;0.29;2.38
3117;54.43;203.18;0.05;4.81;38.44;1520.75;0.26;3.44
3118;50.88;279.79;0.1;3.89;50.32;3303.8;0.36;1.8
3119;57.78;407.22;0.08;4.16;39.25;2453.13;0.28;2.65
3120;49.09;264.63;0.07;4.37;35.46;1656.96;0.31;2.64
3121;54.81;428.11;0.06;4.68;43.29;2950.71;0.26;3.74
3122;52.43;194.86;0.07;4.41;41.18;1542.74;0.26;3.91
3123;52.95;180.41;0.05;4.66;38.69;1660.69;0.26;3.92
3124;57.03;251.47;0.07;4.44;39.8;1755.8;0.27;3.33
3125;59.08;286.91;0.08;4.35;44.49;2572.34;0.31;2.33
3126;59.56;131.55;0.05;4.54;63.35;3155.71;0.49;1.13
3127;52.33;285.81;0.07;4.24;79.01;916.99;0.27;3.63
3128;56.5;270.37;0.06;4.59;50.89;2095.89;0.26;3.45
3129;56.16;273.51;0.06;4.66;51.88;2229.21;0.28;2.85
3130;60.95;299.87;0.06;4.5;60.96;3977.61;0.3;2.51
3131;53.67;219.44;0.07;4.45;41.17;1560.77;0.29;2.39
3132;54.83;228.99;0.05;4.74;46.64;1979.66;0.26;3.92
3133;57.28;259.46;0.06;4.47;66.86;365.67;0.28;3.61
3134;56.43;199.73;0.04;4.92;46.1;2396.51;0.26;3.79
3135;59.82;337.42;0.05;4.59;41.5;2826.48;0.5;1.0
3136;53.95;349.29;0.1;4.05;47.68;2287.95;0.26;3.53
3137;48.64;251.05;0.13;3.94;44.02;1969.65;0.31;2.15
3138;52.12;241.38;0.06;4.57;39.51;1922.31;0.26;3.91
3139;61.72;350.32;0.05;4.59;42.94;3118.92;0.29;2.84
3140;55.28;345.49;0.07;4.6;36.51;1919.81;0.29;2.68
3141;55.28;182.31;0.05;4.84;40.43;1647.23;0.27;3.2
3142;49.65;213.02;0.1;4.16;44.21;2114.95;0.36;2.25
3143;56.46;419.2;0.08;4.16;54.6;3069.53;0.33;1.97
3144;57.52;383.88;0.06;4.46;52.68;2400.55;0.27;3.47
3145;54.98;242.48;0.05;5.01;53.93;2226.65;0.26;3.6
3146;53.56;278.38;0.06;4.51;31.64;1614.97;0.25;4.06
3147;54.02;214.08;0.05;4.82;46.6;2038.86;0.26;3.65
3148;57.96;300.54;0.04;4.96;47.14;2494.58;0.27;3.44
3149;55.19;298.2;0.07;4.27;47.72;2313.64;0.26;3.39
3150;54.03;260.29;0.06;4.47;75.13;719.47;0.26;3.61
3151;57.77;366.58;0.08;4.25;46.08;2943.0;0.32;2.21
3152;72.54;544.26;0.07;4.34;15.21;1386.17;0.5;2.54
3153;56.24;305.56;0.07;4.46;56.32;2855.68;0.31;2.67
3154;56.39;270.03;0.06;4.44;103.64;453.7;0.09;4.3
3155;55.82;324.35;0.08;4.52;83.95;909.5;0.28;3.0
3156;63.79;531.5;0.11;4.12;20.35;1141.45;0.42;2.83
3157;55.65;237.36;0.07;4.55;45.56;2254.54;0.3;2.37
3158;56.05;177.11;0.05;4.67;76.87;640.39;0.27;3.27
3159;56.13;333.4;0.08;4.17;37.95;2662.29;0.29;2.61
3160;60.82;425.35;0.05;4.54;43.76;3354.56;0.3;2.34
3161;61.76;385.82;0.06;4.52;105.72;545.54;0.06;4.63
3162;54.92;293.13;0.06;4.56;50.78;2788.57;0.27;3.11
3163;52.04;206.43;0.1;3.94;45.05;1118.58;0.27;3.33
3164;57.94;91.82;0.09;3.74;29.23;840.66;0.26;3.24
3165;55.89;315.82;0.07;4.23;43.2;2154.97;0.28;3.08
3166;54.24;237.51;0.06;4.53;52.18;2440.97;0.26;3.32
3167;53.18;248.16;0.05;4.79;44.47;2226.96;0.26;4.02
3168;61.93;102.98;0.03;5.32;36.24;1152.17;0.26;3.75
3169;65.78;655.05;0.08;4.18;42.53;2736.19;0.26;3.4
3170;52.28;260.52;0.08;4.35;54.83;2337.41;0.33;2.13
3171;61.54;622.12;0.06;4.37;51.14;3155.37;0.27;2.9
3172;55.07;170.78;0.05;5.05;40.1;1281.2;0.28;3.18
3173;59.54;317.25;0.07;4.29;42.97;2152.08;0.28;2.52
3174;52.27;243.03;0.07;4.33;43.99;1793.82;0.31;2.53
3175;49.89;192.01;0.06;4.41;46.54;1887.21;0.26;3.53
3176;60.38;312.03;0.04;5.13;40.94;2663.94;0.26;3.92
3177;62.28;222.52;0.05;4.76;42.22;1884.3;0.25;4.02
3178;58.53;331.44;0.07;4.13;54.05;2971.9;0.32;2.53
3179;55.9;357.26;0.06;4.52;35.3;2132.26;0.26;4.0
3180;57.87;343.53;0.06;4.42;46.95;2773.8;0.27;3.22
3181;59.76;419.05;0.06;4.44;28.49;1810.98;0.27;3.9
3182;53.96;175.92;0.07;4.41;47.03;1626.29;0.34;1.91
3183;56.42;193.69;0.04;5.1;52.96;2325.9;0.28;3.37
3184;61.18;368.85;0.05;4.74;50.23;3027.84;0.27;3.27
3185;51.52;337.67;0.12;3.87;86.26;1255.26;0.31;2.69
3186;55.17;293.25;0.05;4.65;39.83;1978.59;0.26;3.76
3187;58.1;247.28;0.08;3.98;31.59;2052.49;0.26;3.94
3188;57.92;339.26;0.06;4.5;37.19;2065.56;0.25;4.09
3189;51.12;247.12;0.09;4.16;40.42;1602.08;0.25;4.14
3190;59.67;454.04;0.05;4.78;40.43;2908.56;0.26;3.34
3191;56.89;259.07;0.1;4.14;40.05;1601.53;0.27;3.44
3192;54.87;280.07;0.07;4.31;43.37;1811.4;0.27;3.13
3193;58.55;430.14;0.06;4.39;48.16;3460.75;0.26;3.88
3194;55.63;313.76;0.06;4.51;79.75;503.51;0.02;6.35
3195;53.71;246.85;0.07;4.1;45.11;2149.54;0.31;2.25
3196;58.09;289.61;0.06;4.43;46.69;2808.04;0.26;3.77
3197;55.83;142.19;0.04;5.16;45.17;1925.54;0.27;3.24
3198;62.43;572.21;0.05;4.63;42.03;3340.8;0.26;3.9
3199;56.21;311.84;0.09;3.96;35.6;2720.42;0.26;3.84
3200;60.11;516.82;0.06;4.52;48.97;3405.79;0.29;2.57
3201;55.41;210.19;0.06;4.44;39.76;1690.78;0.26;3.91
3202;58.07;305.52;0.06;4.51;42.78;1697.3;0.26;3.77
3203;52.94;304.79;0.07;4.57;49.01;2870.91;0.34;1.84
3204;52.3;286.0;0.11;3.93;43.48;2008.64;0.27;3.1
3205;58.28;336.13;0.06;4.38;43.63;2799.85;0.27;3.34
3206;52.13;212.75;0.07;4.49;41.5;1894.06;0.25;4.14
3207;51.44;347.6;0.09;4.16;32.68;1794.19;0.34;1.78
3208;53.93;257.6;0.06;4.6;36.01;1853.86;0.26;3.57
3209;53.61;152.32;0.06;4.48;44.72;1523.76;0.26;3.91
3210;59.11;410.8;0.06;4.39;44.41;2779.91;0.31;2.34
3211;50.98;291.42;0.09;4.01;31.48;1315.7;0.26;3.79
3212;57.75;307.28;0.05;4.71;45.08;2320.24;0.27;3.57
3213;58.59;96.23;0.07;3.97;44.9;1479.56;0.28;3.14
3214;65.08;258.05;0.06;4.45;48.09;2454.16;0.27;3.42
3215;50.42;344.58;0.08;4.43;48.46;2886.3;0.27;3.17
3216;63.15;302.36;0.05;4.65;40.18;2095.68;0.26;3.93
3217;61.81;626.38;0.03;5.28;54.94;7129.81;0.28;3.34
3218;56.7;286.02;0.05;4.55;66.24;284.48;0.02;6.23
3219;50.76;226.22;0.06;4.56;40.72;1981.84;0.28;3.2
3220;57.32;443.8;0.08;4.28;33.52;2041.03;0.26;3.59
3221;52.79;251.84;0.12;4.02;68.95;247.88;0.29;3.48
3222;50.62;333.71;0.14;3.77;49.22;2283.06;0.27;3.2
3223;54.29;261.66;0.06;4.48;41.57;2005.33;0.28;2.93
3224;57.27;557.33;0.07;4.23;89.71;454.57;0.02;6.22
3225;58.04;427.96;0.11;3.87;72.78;721.36;0.33;2.56
3226;51.18;167.57;0.08;4.17;45.52;1916.05;0.26;3.92
3227;52.85;171.17;0.09;4.24;48.69;2571.52;0.26;3.48
3228;50.51;257.48;0.07;4.28;52.84;2202.49;0.29;2.82
3229;59.2;176.92;0.09;3.9;27.95;1692.37;0.25;4.09
3230;56.03;323.59;0.06;4.4;57.28;4126.07;0.33;1.97
3231;54.76;288.4;0.06;4.34;35.46;2083.91;0.26;3.96
3232;51.73;283.62;0.09;4.06;51.94;2457.32;0.42;1.4
3233;59.4;390.08;0.17;3.52;49.2;2319.17;0.3;2.33
3234;59.11;106.94;0.09;3.74;48.7;1641.03;0.26;3.38
3235;57.44;430.85;0.08;4.1;48.82;3178.98;0.27;3.42
3236;55.71;247.64;0.05;4.82;52.54;2768.49;0.31;2.93
3237;51.13;332.29;0.11;4.03;42.51;2088.27;0.26;3.77
3238;56.48;528.93;0.06;4.36;43.4;3472.05;0.27;3.22
3239;55.49;205.19;0.04;5.26;44.64;2004.83;0.32;2.58
3240;56.16;262.14;0.04;5.02;40.84;2344.56;0.26;4.03
3241;55.91;254.29;0.08;4.18;40.27;1890.81;0.26;4.02
3242;55.83;236.57;0.05;4.77;32.35;1415.45;0.26;3.6
3243;55.97;203.8;0.06;4.58;105.36;518.63;0.09;4.52
3244;50.75;243.78;0.08;4.4;38.06;1573.81;0.27;2.83
3245;55.41;573.47;0.08;4.26;37.52;2289.21;0.26;3.53
3246;56.64;293.23;0.06;4.78;38.05;2000.58;0.26;3.85
3247;56.57;212.68;0.04;4.85;50.89;3003.28;0.27;3.72
3248;52.82;220.68;0.11;4.12;45.6;1318.46;0.27;3.15
3249;56.81;758.76;0.05;4.97;58.63;8157.35;0.32;2.61
3250;48.23;570.67;0.11;3.76;63.5;4436.32;0.5;1.0
3251;58.3;574.23;0.09;3.87;43.03;2808.14;0.26;3.49
3252;50.01;227.17;0.08;4.49;69.02;359.85;0.01;6.64
3253;62.2;493.2;0.1;4.0;32.0;1656.3;0.29;2.88
3254;62.13;493.09;0.09;4.29;60.0;3231.15;0.33;1.99
3255;57.91;724.23;0.06;4.65;46.45;4739.28;0.27;3.3
3256;53.16;242.23;0.06;4.56;43.45;1698.72;0.28;3.13
3257;52.56;255.1;0.08;4.31;40.6;1958.12;0.28;3.04
3258;56.99;394.03;0.08;4.11;43.92;3824.83;0.26;3.68
3259;58.24;462.57;0.09;4.07;29.97;3459.97;0.31;3.42
3260;51.2;253.31;0.06;4.57;39.66;1698.67;0.26;3.37
3261;57.05;222.89;0.05;4.98;44.2;1545.14;0.26;3.82
3262;55.05;221.0;0.05;4.74;42.1;1788.08;0.26;3.5
3263;53.63;206.25;0.07;4.31;58.91;2379.08;0.29;3.05
3264;55.6;203.94;0.05;4.86;45.61;1743.79;0.26;3.66
3265;54.6;229.46;0.05;4.75;40.68;1877.85;0.26;3.66
3266;55.35;201.07;0.05;4.82;54.13;3308.58;0.34;1.93
3267;54.26;259.52;0.08;4.43;45.8;1959.02;0.3;2.18
3268;59.37;237.64;0.05;4.81;35.53;1441.06;0.25;4.18
3269;57.6;157.86;0.07;4.45;41.01;1875.44;0.42;1.61
3270;60.26;370.96;0.1;4.4;43.84;2332.81;0.27;3.5
3271;62.86;386.03;0.09;3.92;45.4;3361.67;0.26;3.72
3272;52.4;207.72;0.06;4.33;42.88;1402.2;0.26;3.91
3273;59.41;405.56;0.08;3.9;50.72;2215.67;0.26;3.41
3274;51.96;276.29;0.06;4.4;43.54;2549.59;0.26;3.9
3275;58.18;245.21;0.05;4.89;36.72;1948.0;0.26;3.82
3276;51.61;230.29;0.06;4.89;43.17;1809.16;0.26;3.49
3277;59.78;299.54;0.07;4.21;53.84;2809.55;0.27;3.24
3278;56.92;215.45;0.05;4.66;46.09;2073.43;0.28;2.96
3279;56.16;292.68;0.07;4.24;80.02;723.93;0.27;3.5
3280;58.48;354.46;0.07;4.46;46.29;2358.17;0.27;3.29
3281;59.55;302.93;0.03;5.39;49.86;2988.49;0.27;3.14
3282;54.69;438.78;0.08;4.38;59.82;4600.66;0.33;2.65
3283;56.02;315.1;0.06;4.53;50.7;3814.41;0.26;3.71
3284;56.07;212.09;0.06;4.64;47.21;1409.46;0.26;3.35
3285;57.33;493.8;0.07;4.21;45.36;2562.78;0.26;3.25
3286;55.08;215.43;0.05;4.66;29.22;1230.47;0.26;3.62
3287;58.77;403.85;0.08;4.3;64.19;346.57;0.02;6.03
3288;50.57;317.34;0.1;4.0;63.5;4165.39;0.5;1.0
3289;55.42;389.22;0.07;4.33;46.08;3117.18;0.36;1.87
3290;49.03;275.39;0.15;4.13;47.69;2125.83;0.29;2.45
3291;58.09;462.61;0.08;4.01;35.18;2086.41;0.26;3.8
3292;53.78;171.77;0.05;4.79;45.6;1861.15;0.27;3.16
3293;55.05;315.21;0.08;4.25;42.22;1939.38;0.27;3.11
3294;60.1;424.45;0.08;4.21;56.04;3717.05;0.27;3.19
3295;65.11;392.71;0.16;3.78;42.86;1345.69;0.27;3.18
3296;58.07;293.29;0.05;4.68;46.72;2587.53;0.31;2.32
3297;57.0;206.64;0.05;4.76;46.92;2181.46;0.26;3.85
3298;53.79;386.14;0.1;4.09;47.99;2412.9;0.27;3.35
3299;56.25;392.33;0.04;4.97;48.53;4824.05;0.28;2.77
3300;58.31;198.65;0.04;4.99;43.29;1880.03;0.27;3.18
3301;58.65;283.52;0.05;4.7;106.73;355.54;0.09;4.27
3302;51.88;294.95;0.07;4.28;44.23;2558.53;0.26;3.81
3303;57.28;211.83;0.06;4.64;37.62;2039.43;0.25;4.04
3304;59.15;336.84;0.06;4.73;47.64;2125.66;0.27;3.07
3305;56.31;499.74;0.06;4.62;50.82;4487.84;0.28;3.38
3306;59.91;400.98;0.05;4.43;42.29;2798.38;0.26;3.5
3307;57.45;545.42;0.13;3.72;44.75;2238.03;0.28;2.98
3308;59.58;475.65;0.08;4.36;45.07;2627.48;0.27;3.56
3309;53.97;354.8;0.09;4.44;69.37;296.59;0.26;3.93
3310;55.32;190.14;0.1;3.61;79.58;792.43;0.26;3.6
3311;53.45;210.81;0.06;4.53;45.71;2128.92;0.26;3.95
3312;54.62;348.36;0.07;4.34;35.7;2264.68;0.25;4.04
3313;66.67;394.33;0.05;4.86;45.05;2693.2;0.3;2.26
3314;53.05;293.53;0.13;3.91;81.38;709.04;0.28;3.24
3315;54.9;246.88;0.05;4.58;44.96;2344.48;0.27;3.34
3316;55.96;377.22;0.06;4.45;56.84;3792.32;0.3;3.02
3317;52.01;320.45;0.09;3.97;47.03;2305.19;0.32;2.15
3318;60.8;372.0;0.06;4.59;37.09;2262.19;0.26;3.54
3319;58.26;304.67;0.05;4.44;98.93;366.85;0.03;5.66
3320;52.67;192.17;0.06;4.65;48.03;2287.24;0.28;3.02
3321;60.06;332.69;0.07;4.19;58.64;4571.14;0.36;2.46
3322;60.74;514.85;0.11;4.08;64.05;699.43;0.31;3.11
3323;57.2;415.35;0.06;4.59;49.97;3998.45;0.27;3.47
3324;57.66;745.83;0.05;4.78;45.47;5877.31;0.28;3.03
3325;58.95;165.56;0.04;4.98;37.22;1533.46;0.26;3.88
3326;56.94;261.12;0.04;5.12;42.18;2757.43;0.28;3.04
3327;57.63;218.02;0.04;4.9;44.5;2052.44;0.28;2.91
3328;52.64;635.85;0.09;4.14;39.09;3225.76;0.28;3.4
3329;56.05;177.11;0.05;4.67;44.87;2117.07;0.27;3.31
3330;60.42;363.86;0.07;4.46;23.76;1121.35;0.35;3.18
3331;52.8;325.82;0.1;4.04;44.7;2940.6;0.33;1.98
3332;47.81;205.14;0.19;3.55;42.91;1481.47;0.3;2.6
3333;59.32;331.34;0.05;4.42;72.18;251.67;0.04;5.52
3334;56.47;528.87;0.05;4.84;51.33;5355.4;0.27;3.54
3335;56.82;337.62;0.33;2.74;8.02;1645.42;0.73;1.26
3336;57.61;782.55;0.1;3.88;50.03;3437.22;0.3;2.55
3337;54.21;248.32;0.06;4.67;38.81;1829.09;0.26;3.6
3338;53.14;272.96;0.08;4.56;95.48;1816.65;0.5;1.0
3339;52.77;218.19;0.07;4.26;71.54;419.9;0.26;3.75
3340;57.43;242.1;0.05;4.83;43.69;2493.31;0.29;2.41
3341;56.07;343.93;0.07;4.36;49.04;2659.13;0.28;2.6
3342;62.59;324.42;0.05;4.61;44.0;2762.94;0.3;2.29
3343;57.97;283.54;0.06;4.5;36.55;2353.42;0.26;3.58
3344;61.44;501.17;0.06;4.53;43.4;2901.76;0.29;2.39
3345;53.78;205.07;0.07;4.46;44.56;1864.67;0.27;3.62
3346;59.85;299.02;0.05;4.66;50.24;2324.11;0.26;3.83
3347;46.46;296.83;0.11;4.3;51.82;2629.88;0.27;3.01
3348;61.16;486.5;0.06;4.52;100.7;622.96;0.05;4.8
3349;56.93;302.33;0.05;4.83;39.44;2010.2;0.26;3.74
3350;58.91;274.59;0.05;4.5;55.52;282.98;0.02;5.93
3351;53.82;394.0;0.05;4.89;51.67;3675.76;0.29;2.56
3352;56.92;266.84;0.06;4.5;46.11;1906.06;0.26;3.47
3353;51.7;191.14;0.05;4.65;38.28;1475.22;0.26;3.63
3354;58.02;304.43;0.06;4.47;36.57;2134.1;0.26;3.52
3355;55.31;205.94;0.05;4.64;50.0;2749.55;0.5;1.0
3356;50.95;201.89;0.06;4.69;61.56;316.66;0.31;3.06
3357;59.0;271.56;0.06;4.61;36.38;2090.35;0.3;2.5
3358;50.63;218.29;0.08;4.32;47.09;2074.35;0.27;3.45
3359;53.94;227.02;0.06;4.59;49.46;2077.71;0.27;2.86
3360;57.42;270.06;0.04;4.84;102.41;1044.99;0.27;3.52
3361;48.18;243.73;0.14;3.83;41.99;1766.9;0.29;2.78
3362;54.26;293.57;0.07;4.41;46.7;2195.08;0.33;1.93
3363;54.71;249.84;0.05;4.78;43.72;1941.83;0.26;3.64
3364;61.1;442.82;0.06;4.56;31.18;2725.54;0.33;3.69
3365;54.97;441.77;0.07;4.56;45.28;3168.22;0.26;3.73
3366;62.02;401.1;0.06;4.59;46.36;2553.52;0.26;3.66
3367;51.12;240.59;0.09;4.13;35.65;1283.84;0.26;3.6
3368;50.52;171.83;0.05;4.78;55.7;2305.34;0.29;2.98
3369;55.05;315.68;0.05;4.71;50.77;3171.95;0.33;2.24
3370;53.38;208.49;0.06;4.7;55.76;2570.94;0.28;3.06
3371;55.5;325.8;0.06;4.6;40.24;2136.2;0.26;3.68
3372;50.77;288.38;0.07;4.34;48.44;2715.03;0.26;3.56
3373;57.15;174.08;0.06;4.46;52.12;2859.57;0.37;1.74
3374;59.64;294.61;0.05;4.69;45.38;2178.82;0.27;3.15
3375;55.76;370.14;0.06;4.44;43.98;3124.88;0.26;3.73
3376;53.15;247.16;0.06;4.53;43.54;1727.22;0.27;3.42
3377;57.26;303.57;0.07;4.32;32.72;1415.19;0.25;4.01
3378;59.44;339.0;0.06;4.24;30.67;2621.51;0.26;3.86
3379;60.72;362.09;0.05;4.78;24.74;1229.79;0.26;3.6
