DY
6216
12
c;cs;d;ds;e;f;fs;g;gs;a;as;b
3431;65;88;577;296;1148;20;144;0;131;381;2;1084
3432;47;306;541;46;399;7;493;33;132;379;90;435
3433;859;120;267;8;199;177;8;775;61;123;41;106
3434;814;347;11;642;2;84;823;237;687;20;176;29
3435;1759;169;804;100;425;552;672;607;41;338;98;261
3436;1302;24;250;0;438;354;906;619;6;178;8;734
3437;774;557;937;58;543;25;1806;16;77;145;189;485
3438;1828;349;1453;159;279;171;358;1221;26;173;15;500
3439;75;392;78;25;219;40;638;46;169;97;30;78
3440;1002;72;719;10;393;27;706;799;0;474;50;271
3441;343;353;587;515;186;261;915;260;80;256;1018;407
3442;3471;47;289;74;479;1399;1008;977;1;620;190;7
3443;2611;193;462;124;679;1287;413;755;78;1092;1142;113
3444;714;218;511;136;18;700;351;162;0;77;384;0
3445;274;0;0;0;0;0;0;0;0;0;0;0
3446;251;14;732;3;17;3;118;747;584;267;256;76
3447;401;457;125;736;383;12;828;13;453;100;187;434
3448;245;633;141;314;1101;20;393;8;563;700;10;644
3449;503;98;240;105;242;6;539;120;71;115;22;632
3450;479;79;558;171;369;70;56;707;2;153;27;267
3451;200;117;40;382;141;10;650;7;428;62;52;639
3452;1567;1816;51;926;293;1405;1627;44;1710;14;517;68
3453;966;15;1069;24;294;30;398;483;18;318;204;240
3454;2318;1359;1237;914;987;554;3043;537;600;514;313;1107
3455;472;231;50;171;202;6;572;78;227;8;63;373
3456;787;443;419;361;1737;20;850;1;473;375;13;1287
3457;1326;411;3119;0;397;161;1677;1458;1624;3039;2;276
3458;175;851;538;164;836;15;806;14;512;656;80;498
3459;45;163;996;46;317;49;172;14;100;328;25;194
3460;406;572;1164;10;394;29;812;149;39;1188;232;99
3461;2300;160;363;108;655;1364;4;400;433;420;812;14
3462;1458;242;400;494;535;523;854;1289;635;347;1345;253
3463;111;965;224;59;28;280;1183;70;298;224;447;213
3464;806;922;528;1023;801;1718;690;43;2021;292;470;586
3465;596;166;954;397;28;95;1415;321;20;247;247;18
3466;1000;20;248;75;115;250;345;463;63;110;46;134
3467;218;255;318;519;4;724;164;58;454;259;608;17
3468;335;214;548;343;292;64;510;286;231;632;712;453
3469;936;12;1028;1;186;39;706;581;32;493;10;233
3470;200;336;388;280;1022;7;1384;93;503;449;4;1103
3471;337;986;30;543;99;234;1165;2;788;3;465;320
3472;1114;558;551;324;474;453;279;703;723;473;568;320
3473;399;906;503;391;607;164;959;29;431;1096;384;241
3474;382;691;266;169;228;150;922;86;788;313;153;372
3475;383;18;348;15;186;121;22;280;261;51;12;16
3476;2795;199;3995;28;1338;142;2151;1675;693;762;394;809
3477;954;1201;971;154;528;453;456;817;110;524;184;345
3478;747;47;213;10;63;142;381;242;6;72;18;76
3479;34;516;99;342;89;16;518;11;325;14;85;412
3480;747;68;182;243;172;927;1243;173;0;148;486;244
3481;1018;97;383;255;214;931;332;132;181;384;928;52
3482;234;1166;368;833;1193;20;633;2;463;62;182;1118
3483;454;628;241;1086;2005;18;980;62;1066;404;27;1897
3484;180;504;422;55;824;20;143;4;484;1022;79;268
3485;870;32;1844;1;209;277;18;759;0;142;77;618
3486;190;825;724;18;1071;30;2032;183;468;1051;4;753
3487;231;218;1264;24;497;3;363;281;2;841;3;504
3488;2294;308;1098;818;2571;40;2227;92;746;320;165;2549
3489;253;549;1970;21;520;21;1421;879;834;1282;11;912
3490;24;1521;305;280;82;339;2215;1;425;12;499;568
3491;464;1082;2846;5;840;21;482;1718;185;1252;12;594
3492;3578;372;176;456;1296;2301;20;1208;926;1180;1400;16
3493;1830;1113;528;738;98;681;466;238;1318;37;612;105
3494;3334;152;5652;9;1750;83;2805;2031;30;944;200;1152
3495;1250;582;1119;463;362;852;1999;255;259;255;1799;491
3496;891;126;301;291;420;302;323;475;5;104;504;107
3497;2700;521;2810;1532;1864;1626;2784;1995;849;2253;1668;2225
3498;1495;231;1084;613;615;588;1061;1228;280;450;946;631
3499;446;359;613;91;198;106;719;34;115;464;156;166
3500;1593;32;480;107;585;570;426;662;5;498;21;181
3501;116;302;194;805;571;252;213;5;198;517;15;707
3502;214;449;439;122;371;57;1026;5;365;279;350;466
3503;879;239;625;163;393;438;710;368;54;371;619;242
3504;825;119;637;18;146;454;394;121;12;102;193;285
3505;1788;56;585;145;624;554;131;1288;1;254;1;455
3506;285;317;495;1;536;43;254;34;150;629;12;176
3507;970;3;1073;150;290;315;210;1263;82;437;3;576
3508;349;185;818;135;199;67;618;365;12;416;31;226
3509;1907;193;329;9;1028;248;0;539;21;176;35;48
3510;1154;95;893;136;456;1476;202;223;361;457;1508;7
3511;512;680;612;107;649;143;620;155;455;788;26;383
3512;1027;75;570;634;299;365;658;651;65;312;528;323
3513;757;130;304;713;20;165;895;202;200;20;512;64
3514;277;253;246;467;511;0;12;0;3;2;0;93
3515;318;289;56;112;610;126;1228;8;445;285;0;624
3516;913;664;297;440;746;420;1042;209;853;235;349;239
3517;1203;391;1945;0;851;284;698;714;583;1056;18;218
3518;941;85;559;47;357;643;632;384;3;552;458;321
3519;1735;119;735;409;708;899;26;1086;114;644;97;338
3520;1578;7;838;11;162;156;2023;1022;3;95;11;251
3521;75;542;1996;14;442;16;707;357;0;1121;29;585
3522;1681;99;1163;52;552;200;1192;1157;244;726;16;1077
3523;225;273;485;0;794;14;407;60;356;229;110;284
3524;2400;23;535;396;268;367;79;882;61;422;68;104
3525;1259;14;1883;20;504;39;2493;1247;15;415;11;1034
3526;288;415;159;203;921;20;1323;23;328;285;97;857
3527;26;1129;32;178;118;318;2417;3;329;25;414;796
3528;1496;101;867;33;373;474;108;810;13;517;40;246
3529;751;67;541;63;189;676;742;348;7;293;284;263
3530;1531;150;388;257;490;222;15;1113;131;142;838;382
3531;190;881;1284;39;275;43;1429;690;378;369;432;1108
3532;386;532;254;318;827;23;998;41;333;435;65;688
3533;352;224;721;64;281;42;331;383;89;549;81;306
3534;2764;53;855;203;780;958;495;1313;12;936;411;737
3535;1150;18;706;15;616;35;621;665;70;226;36;493
3536;661;101;636;376;282;180;989;297;122;130;158;139
3537;408;7;614;7;80;10;629;338;0;55;8;194
3538;543;429;1639;67;798;79;825;748;303;1052;34;584
3539;1855;798;859;398;774;648;1932;745;615;464;667;460
3540;258;297;86;180;918;239;201;39;270;151;56;914
3541;403;252;674;195;1022;58;2138;16;334;1169;247;870
3542;400;35;123;2;165;257;12;369;18;52;15;57
3543;127;76;926;8;391;0;434;0;4;170;0;241
3544;684;274;1419;254;1259;222;1212;673;277;974;185;674
3545;539;786;1124;4;1512;2;1022;16;350;1009;4;368
3546;626;156;954;286;229;572;1324;214;49;194;1063;338
3547;772;28;808;41;290;570;68;281;118;287;521;0
3548;589;62;279;4;10;375;235;109;0;33;258;10
3549;321;1115;1884;61;2451;134;1877;40;907;2722;1129;797
3550;842;123;643;14;245;660;784;182;0;299;327;12
3551;285;462;129;543;1000;9;907;4;633;275;94;1248
3552;1461;51;689;853;762;49;678;460;2;373;838;536
3553;228;387;592;0;920;2;370;20;271;852;4;278
3554;280;144;519;117;423;92;862;517;4;413;464;766
3555;55;113;334;0;306;0;940;189;0;338;0;348
3556;741;569;926;45;330;109;298;341;56;159;25;263
3557;391;309;863;2;322;21;2899;385;19;1016;0;257
3558;360;277;146;272;907;0;868;2;340;431;899;782
3559;1891;54;964;0;433;46;227;843;13;356;5;475
3560;375;1605;464;63;322;49;645;93;865;339;37;207
3561;483;40;1585;90;275;3;1194;514;9;410;189;316
3562;201;343;129;461;990;19;482;10;475;523;653;721
3563;216;2;897;0;28;14;441;834;0;103;0;114
3564;407;237;683;83;365;4;2209;329;31;215;26;838
3565;435;303;254;685;155;338;470;275;393;15;465;473
3566;2928;245;1230;158;633;2476;670;1024;98;1128;1441;16
3567;1175;35;526;8;445;275;789;422;0;292;7;177
3568;272;505;348;485;847;38;1026;48;628;67;225;1165
3569;1847;277;693;166;420;1818;852;451;7;680;1219;23
3570;310;298;82;210;448;0;525;20;206;288;349;223
3571;923;39;383;326;105;2796;437;145;40;479;1101;3
3572;2021;28;87;49;362;961;487;293;0;344;183;9
3573;509;438;426;315;0;128;875;82;636;27;155;18
3574;1179;180;340;74;439;411;694;543;216;263;69;304
3575;285;605;937;481;361;451;108;56;394;1252;689;275
3576;711;228;927;0;232;9;898;252;1;523;3;161
3577;432;398;1643;42;334;32;846;727;135;1239;4;480
3578;27;137;594;60;310;0;729;11;73;398;6;104
3579;70;430;878;56;443;5;730;254;863;733;348;801
3580;86;256;420;14;336;13;626;34;69;417;6;453
3581;1593;464;950;67;610;577;47;861;8;127;72;109
3582;1673;123;682;253;470;1499;1;692;117;1203;213;351
3583;69;700;11;205;70;53;523;92;447;16;57;216
3584;1357;406;1465;44;696;164;1770;1796;16;1042;387;1117
3585;1108;46;350;182;509;416;53;784;217;280;18;402
3586;890;40;357;102;466;363;489;634;32;182;125;310
3587;141;113;1386;6;112;7;529;345;1;455;85;126
3588;168;379;92;366;426;127;658;14;288;84;146;602
3589;647;892;1252;154;1362;154;697;53;25;2932;1127;212
3590;336;742;317;384;1337;9;523;11;378;744;189;660
3591;877;121;3367;68;784;147;1340;1832;0;1495;369;1551
3592;86;578;2075;21;446;19;1327;469;0;1279;34;527
3593;22;178;188;96;355;8;375;10;146;90;8;420
3594;253;216;474;399;453;57;560;22;169;401;119;255
3595;363;153;378;45;559;285;375;73;178;648;39;259
3596;361;220;1155;198;425;26;1102;469;23;431;1442;604
3597;657;45;1689;56;510;10;1825;951;4;447;2;811
3598;302;489;370;311;1288;19;1118;13;537;469;90;1654
3599;142;233;328;11;162;17;1020;112;70;258;8;733
3600;221;112;544;14;326;0;451;96;44;412;8;236
3601;2520;962;3042;135;1117;707;2683;1417;52;2142;113;1079
3602;52;5;237;0;8;19;30;37;0;31;5;18
3603;936;12;1028;1;186;39;706;581;32;493;10;233
3604;2536;63;321;223;878;1332;527;1084;0;687;959;0
3605;2225;412;435;16;829;1349;2017;549;2;558;321;12
3606;106;213;576;219;624;337;1337;0;148;873;216;927
3607;574;328;491;967;168;973;687;249;37;381;2047;374
3608;601;610;1599;336;560;168;384;862;17;1364;201;460
3609;561;10;263;376;166;924;0;103;17;178;1009;5
3610;183;419;741;149;279;0;737;404;67;544;123;1047
3611;1142;143;139;14;226;432;732;393;5;218;159;140
3612;255;0;1205;898;34;94;545;1057;0;26;849;113
3613;257;272;123;90;170;14;529;38;213;156;0;390
3614;367;86;556;14;296;4;78;556;0;121;0;166
3615;1105;633;1935;140;666;100;1047;688;33;1788;204;539
3616;638;64;503;148;191;489;60;281;84;233;111;127
3617;377;70;114;61;826;13;1757;0;139;299;2;882
3618;663;473;617;80;904;11;646;94;271;794;623;678
3619;93;156;29;95;538;7;449;3;99;119;4;537
3620;865;229;882;14;437;20;2052;345;57;582;13;748
3621;154;152;1209;164;197;3;610;0;168;12;184;557
3622;255;798;712;684;1045;0;3201;276;509;133;967;2429
3623;788;40;592;217;219;737;739;410;1;354;630;219
3624;351;26;1460;17;236;54;849;947;22;390;259;318
3625;470;140;966;32;42;241;185;900;8;199;20;183
3626;1939;662;443;418;1365;449;1145;184;570;366;65;1073
3627;1942;200;1740;79;2772;49;748;914;597;573;434;456
3628;327;12;182;311;367;17;649;252;14;277;611;483
3629;1038;542;741;380;1383;403;720;105;302;929;340;433
3630;85;2168;382;38;607;390;1087;35;1078;330;190;326
3631;1062;172;306;41;193;767;161;275;56;226;313;48
3632;1621;82;1821;128;311;120;922;2065;54;395;39;934
3633;666;36;2287;1;279;357;449;1161;0;691;3;452
3634;546;8;636;675;237;321;373;802;44;238;631;629
3635;274;364;215;352;1241;29;1397;7;456;553;102;1247
3636;245;209;1219;23;372;260;570;306;5;816;119;615
3637;126;350;684;93;1205;0;506;28;272;578;0;460
3638;2621;257;860;63;1148;693;16;2091;605;336;126;572
3639;4734;214;7303;26;2195;49;1915;964;1;345;182;211
3640;181;78;1575;0;365;10;1620;586;151;418;1;605
3641;1068;162;1694;12;320;53;2126;1213;6;395;13;559
3642;1388;7;148;55;290;656;0;287;1;305;531;46
3643;2394;203;812;140;402;1093;1929;1006;64;513;443;874
3644;70;0;6;0;7;0;2;0;0;0;0;46
3645;391;37;307;18;417;86;57;56;480;336;11;303
3646;470;18;193;38;176;144;184;274;7;86;35;186
3647;1024;147;681;806;709;679;152;566;160;812;472;120
3648;466;189;833;1279;440;186;161;164;904;267;1121;254
3649;315;19;403;0;127;8;1;54;1;3;0;1
3650;283;358;1267;8;728;3;1224;309;526;512;66;794
3651;536;59;472;478;156;125;18;261;69;153;31;119
3652;1009;78;580;206;315;129;617;488;22;195;31;330
3653;589;23;165;42;6;297;621;15;5;18;48;0
3654;702;458;1524;7;719;130;1178;427;1250;2033;189;870
3655;344;22;2110;12;87;10;368;239;0;270;69;279
3656;507;54;343;87;31;119;304;104;11;62;14;66
3657;158;148;465;54;544;17;320;121;96;429;14;351
3658;963;138;685;252;189;801;96;608;31;233;234;303
3659;314;31;295;2;199;196;14;317;53;239;11;134
3660;158;148;465;54;544;17;320;121;96;429;14;351
3661;2079;866;402;43;226;462;4;727;20;535;9;77
3662;491;39;344;18;182;137;560;294;19;206;60;183
3663;2662;407;4976;615;1102;1632;908;2319;239;2086;809;849
3664;79;138;77;81;759;0;251;0;160;126;0;571
3665;1009;78;580;206;315;129;617;488;22;195;31;330
3666;705;269;1106;259;692;148;338;494;163;283;118;936
3667;507;54;343;87;31;119;304;104;11;62;14;66
3668;144;36;373;380;67;48;17;129;439;81;49;13
3669;625;347;323;218;56;17;39;12;7;3;11;443
3670;707;6;323;8;53;49;123;586;35;6;0;45
3671;683;176;296;66;249;204;57;277;188;123;178;39
3672;15;161;6;74;254;19;197;9;170;84;35;306
3673;376;432;1451;8;768;3;1228;305;524;526;66;781
3674;87;192;383;77;458;0;173;203;71;415;25;326
3675;79;94;719;0;185;0;210;434;0;513;0;199
3676;175;36;311;173;43;52;98;103;113;56;196;215
3677;185;27;285;72;113;128;105;233;1;120;149;122
3678;144;36;373;380;67;48;17;129;439;81;49;13
3679;249;35;71;70;33;362;0;59;3;42;50;0
3680;597;8;334;0;211;271;60;281;12;110;2;76
3681;896;242;429;154;117;34;7;46;8;8;7;296
3682;853;305;710;245;150;55;0;26;20;9;8;398
3683;428;61;210;5;37;41;259;97;3;25;3;14
3684;188;0;78;8;58;52;38;118;2;38;4;4
3685;875;15;313;14;16;128;1415;74;2;27;66;9
3686;446;50;1953;14;109;10;382;228;0;312;68;355
3687;119;8;16;8;4;94;0;0;4;0;52;0
3688;70;8;205;0;4;0;0;168;0;24;0;4
3689;603;110;345;134;48;248;647;140;17;53;85;235
3690;629;427;2196;294;423;244;451;651;174;1247;290;369
3691;1089;1165;328;641;475;137;1382;297;508;156;191;283
3692;332;43;102;6;60;110;34;121;7;48;30;89
3693;572;168;173;1196;22;393;160;349;425;8;429;146
3694;504;141;305;237;135;445;49;374;191;176;188;37
3695;384;14;109;1;63;80;3;447;3;41;9;251
3696;126;1;0;0;0;197;0;0;0;0;56;0
3697;321;44;273;387;74;27;18;637;4;65;482;180
3698;1117;112;553;165;407;213;552;334;110;454;112;159
3699;297;0;756;2;20;12;280;440;0;369;0;10
3700;21;54;50;0;190;0;9;0;29;91;0;25
3701;224;20;131;46;3;209;187;8;24;10;206;2
3702;477;71;783;5;301;36;675;191;12;147;4;152
3703;806;13;2;11;21;266;0;186;1;3;5;2
3704;122;60;972;5;132;115;333;203;17;437;51;118
3705;619;25;387;8;278;340;312;488;18;181;8;429
3706;146;170;428;283;74;821;91;166;54;200;483;214
3707;217;3;209;81;106;76;262;35;6;92;176;95
3708;55;112;860;890;597;97;314;246;62;473;11;472
3709;34;537;453;106;245;6;496;124;71;352;2;383
3710;249;239;688;1;464;0;534;276;6;663;17;675
3711;1146;50;1019;6;845;740;419;115;0;1408;354;466
3712;613;3;675;0;588;43;804;1301;0;117;28;159
3713;861;124;687;2;359;305;383;265;44;268;2;60
3714;223;147;464;61;14;502;70;92;1;119;452;113
3715;870;31;361;35;52;123;262;1436;0;127;49;363
3716;203;44;127;28;240;16;104;14;54;173;4;238
3717;515;1;91;0;6;22;2;524;0;1;238;268
3718;209;163;1103;4;641;40;902;104;12;997;0;446
3719;76;603;461;57;1202;147;870;17;202;644;29;757
3720;1207;108;190;75;91;401;589;737;4;232;312;164
3721;295;224;235;799;0;96;2;121;439;0;201;0
3722;279;69;338;40;59;251;179;88;14;101;166;110
3723;51;37;177;59;156;2;27;41;7;284;16;101
3724;657;211;855;194;346;282;236;153;7;878;457;210
3725;802;0;310;89;6;106;4;145;3;111;96;4
3726;200;135;860;300;254;21;197;344;0;319;12;632
3727;186;24;625;41;107;130;61;388;25;130;83;180
3728;641;101;421;683;90;163;327;147;144;354;28;112
3729;156;0;478;0;33;14;6;803;0;169;9;265
3730;164;19;645;0;221;3;89;25;5;236;0;158
3731;303;211;1533;0;13;355;776;205;0;2290;6;23
3732;370;170;499;25;693;28;13;62;65;240;170;445
3733;867;44;348;0;270;203;189;372;0;132;34;66
3734;853;162;417;85;422;144;169;282;108;161;75;190
3735;41;357;243;4;329;244;18;16;18;153;172;360
3736;86;9;280;2;0;109;16;34;9;14;26;1
3737;485;50;44;2;60;48;46;30;13;95;2;58
3738;196;11;1498;0;31;14;312;68;2;70;17;78
3739;282;27;142;2;88;100;12;71;58;80;5;13
3740;940;146;967;2;114;320;1139;861;488;218;8;422
3741;870;31;361;35;52;123;262;1436;0;127;49;363
3742;100;0;423;0;22;74;0;216;0;276;0;2
3743;332;145;508;104;169;16;62;297;280;21;0;105
3744;40;110;286;123;186;13;161;53;76;71;5;417
3745;563;48;545;8;130;59;85;101;468;146;0;71
3746;348;91;290;87;296;19;526;35;91;128;11;311
3747;28;110;265;35;454;6;1235;4;61;82;16;581
3748;1091;91;1124;6;879;88;98;1268;0;163;5;364
3749;243;34;136;20;980;8;35;438;13;206;0;481
3750;499;544;750;318;326;1197;104;392;96;337;290;206
3751;400;17;91;0;267;8;20;273;0;96;0;173
3752;654;15;540;499;265;35;45;961;1;227;24;394
3753;1174;280;452;103;282;989;483;136;4;450;233;14
3754;267;114;687;202;400;158;140;97;104;431;3;453
3755;1052;0;0;12;62;53;0;103;2;5;31;0
3756;1637;165;686;454;567;2047;9;642;435;458;800;324
3757;1283;82;25;111;81;145;7;63;146;44;78;19
3758;336;19;636;0;98;63;190;310;0;29;6;71
3759;670;5;431;22;47;24;17;309;0;142;42;48
3760;347;6;139;9;9;88;15;89;4;64;29;3
3761;17;66;572;0;160;0;518;14;14;581;8;221
3762;4;33;474;65;125;20;132;5;40;148;10;228
3763;56;305;225;38;558;0;246;0;157;257;1;486
3764;725;14;132;303;177;160;519;258;165;101;233;92
3765;469;178;989;0;23;458;111;648;2;571;109;105
3766;292;299;327;65;733;4;370;75;184;126;501;408
3767;605;84;2157;455;162;255;468;760;250;936;929;380
3768;250;399;486;125;823;31;1055;79;170;389;77;703
3769;770;72;1053;95;68;364;43;289;25;75;49;68
3770;1239;111;299;623;70;552;35;548;34;107;892;377
3771;74;0;46;0;23;3;12;95;0;9;0;5
3772;295;15;308;10;35;53;22;124;4;200;2;26
3773;304;416;438;69;852;28;103;73;78;662;65;482
3774;200;267;983;80;119;78;360;478;85;866;54;263
3775;413;17;930;4;80;77;59;299;0;180;33;119
3776;937;21;351;114;94;263;982;89;0;79;19;8
3777;1092;94;511;359;143;495;120;580;152;153;393;131
3778;21;1067;76;251;19;36;1005;15;105;2;285;399
3779;501;79;1923;4;457;52;105;233;182;1727;0;53
3780;155;316;1537;71;419;18;836;512;0;598;975;553
3781;465;12;882;4;181;48;16;2487;0;380;54;576
3782;233;219;1106;58;1030;35;856;125;171;131;26;857
3783;511;15;479;0;2;108;573;467;0;55;17;89
3784;828;5;166;40;54;197;94;240;67;20;93;5
3785;307;0;156;0;36;33;25;222;0;54;2;108
3786;330;34;224;46;96;417;0;137;0;161;146;19
3787;91;50;320;1;305;11;99;0;58;154;1;71
3788;434;6;375;16;163;38;29;54;34;127;0;31
3789;96;183;26;391;16;42;218;15;244;6;109;19
3790;569;125;1129;300;661;153;170;370;85;437;2413;352
3791;392;342;550;9;23;436;25;545;0;83;75;114
3792;16;28;71;9;1014;0;6;0;2;239;358;277
3793;21;54;50;0;190;0;9;0;29;91;0;25
3794;182;112;1450;2;116;0;1133;571;0;524;23;223
3795;136;16;394;203;158;35;52;433;9;137;34;118
3796;602;23;196;95;12;516;367;17;5;58;243;12
3797;50;190;108;9;485;0;75;7;55;145;0;204
3798;468;0;132;5;31;28;0;113;6;7;47;6
3799;579;19;769;566;157;25;55;701;41;113;26;183
3800;88;9;607;18;20;0;85;138;0;347;0;32
3801;586;12;205;20;25;104;273;76;2;27;32;8
3802;308;162;829;84;1152;47;93;116;790;1122;7;391
3803;236;30;282;23;73;92;4;154;59;45;30;16
3804;475;201;91;15;108;177;415;102;201;46;177;7
3805;33;356;1058;120;245;66;639;47;56;807;37;652
3806;69;169;337;239;40;35;98;189;7;179;7;8
3807;135;0;45;2;0;130;0;0;8;0;265;0
3808;399;5;154;3;61;191;17;356;0;112;45;53
3809;772;163;441;79;87;264;92;1140;0;120;110;199
3810;363;15;529;3;229;75;15;72;0;625;39;165
3811;1348;41;323;36;203;63;77;60;34;19;17;169
3812;240;30;89;261;19;72;14;109;46;58;19;193
3813;532;186;1005;96;675;319;708;1107;6;145;168;666
3814;144;160;1229;5;150;12;136;159;13;690;17;162
3815;93;34;484;3;50;5;84;152;0;248;2;2
3816;27;207;57;2;260;26;115;6;31;136;61;13
3817;2;76;505;0;103;18;949;24;8;421;4;315
3818;415;18;204;3;193;113;86;154;119;159;26;35
3819;4;48;22;72;532;12;127;12;14;175;448;261
3820;305;33;89;31;159;30;8;178;15;92;15;33
3821;31;15;382;0;118;1;157;25;28;117;7;52
3822;448;98;1346;8;322;99;201;472;111;579;10;315
3823;1437;30;389;1;464;733;634;357;0;380;64;196
3824;860;19;352;7;99;342;41;272;2;105;26;30
3825;570;293;1366;1238;589;186;734;900;333;1444;228;472
3826;1095;35;460;69;668;42;32;170;4;204;61;31
3827;571;595;222;151;709;5;370;25;213;306;21;419
3828;468;4;459;0;54;63;1068;2607;0;16;14;295
3829;253;59;430;0;413;77;66;227;39;399;0;119
3830;347;6;139;9;9;88;15;89;4;64;29;3
3831;874;624;46;207;99;364;23;151;315;74;148;376
3832;48;26;389;0;23;36;103;89;0;224;6;52
3833;310;9;61;24;24;10;0;202;0;14;4;0
3834;133;69;2151;0;329;9;1996;369;42;253;34;1030
3835;49;477;1872;31;1045;0;524;265;329;1702;0;209
3836;253;194;258;58;18;141;346;45;54;23;47;16
3837;802;0;310;89;6;106;4;145;3;111;96;4
3838;316;5;118;0;5;148;339;88;0;7;26;99
3839;61;1;16;10;31;30;0;53;0;2;0;0
3840;287;10;87;44;18;137;25;140;2;36;59;2
3841;1077;678;636;381;213;271;58;434;14;84;80;54
3842;501;79;1923;4;457;52;105;233;182;1727;0;53
3843;408;204;635;21;299;19;149;15;164;61;650;384
3844;1228;64;673;42;299;685;44;584;28;281;89;355
3845;663;44;1285;275;316;320;706;1437;7;259;49;526
3846;1043;610;303;693;27;154;24;165;101;0;197;43
3847;515;1;91;0;6;22;2;524;0;1;238;268
3848;50;12;106;0;139;7;95;3;0;72;0;131
3849;365;87;325;609;4;458;39;195;175;36;856;447
3850;2229;17;187;112;74;495;393;332;7;52;184;19
3851;297;0;756;2;20;12;280;440;0;369;0;10
3852;867;44;348;0;270;203;189;372;0;132;34;66
3853;192;0;9;46;2;513;0;3;0;30;101;0
3854;301;35;630;7;153;29;43;7;9;648;8;41
3855;228;190;537;12;629;82;61;237;40;213;56;289
3856;4;48;22;72;532;12;127;12;14;175;448;261
3857;26;119;250;41;179;8;542;48;34;66;23;434
